,PUB FP Equity,RI FP Equity,RMS FP Equity,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,HO FP Equity,KER FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,CA FP Equity,CAP FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,SGO FP Equity,STLAP FP Equity,ERF FP Equity,GLE FP Equity,OR FP Equity,ORA FP Equity,VIV FP Equity,WLN FP Equity
2015-04-21,76.81,113.0,345.15,13.425,90.1567,23.5,57.09,54.64,165.46,64.54,26.5798,66.22,55.59,8.977,70.47,94.45,68.98,95.3902,13.356,111.7,37.89,19.3,52.7,164.1,23.94,20.5531,31.93,78.77,69.79,48.695,254.3,18.488,41.365,,26.38,45.24,178.15,15.325,6.6548,19.335
2015-04-22,78.3,113.6,338.95,13.69,89.864,23.485,56.77,54.89,159.05,65.8,26.487,66.8,58.01,9.274,70.68,94.3,70.0,95.967,13.128,113.6,38.2,19.095,52.21,160.85,23.9475,20.8555,31.64,80.14,69.88,48.425,255.8,18.3867,41.27,,26.275,45.75,177.1,15.53,6.6504,19.57
2015-04-23,77.61,116.3,337.75,13.695,88.6199,23.11,56.27,55.09,157.09,65.64,26.538,66.79,58.01,8.855,69.39,93.59,69.11,94.8332,13.814,112.95,38.34,18.92,51.26,159.3,25.5,21.1463,31.48,78.73,69.4,48.415,252.25,18.3337,40.415,,26.22,45.105,175.0,15.35,6.6752,19.8
2015-04-24,77.86,117.25,338.3,14.115,87.3027,22.87,56.69,55.05,156.07,65.14,27.1825,66.98,58.99,8.705,69.4,97.08,68.83,95.3404,13.866,114.0,38.7,19.29,52.36,161.05,25.4625,22.2303,31.415,78.37,69.21,48.005,251.75,18.864,41.07,,26.575,45.835,175.75,15.49,6.713,19.43
2015-04-27,78.13,116.9,337.65,14.34,88.8029,23.325,56.27,55.83,158.63,65.75,27.303,67.48,59.17,8.839,70.65,97.04,68.28,96.8025,14.222,114.9,39.045,19.51,53.51,162.65,25.625,22.9841,31.615,84.54,70.68,49.17,255.65,18.9219,41.675,,26.455,46.755,179.25,15.62,6.7217,19.75
2015-04-28,76.21,114.75,335.95,14.225,87.3027,22.5,56.22,54.72,157.88,62.9,26.5844,66.37,58.61,8.512,69.17,95.22,68.03,93.6397,13.89,111.85,37.27,19.315,52.13,158.85,25.1375,23.2749,31.575,81.49,69.93,49.68,252.8,18.8447,40.495,,25.685,46.215,174.0,14.89,6.6301,20.01
2015-04-29,73.95,110.4,339.65,14.01,84.8878,22.245,54.77,53.06,157.56,60.58,26.195,64.38,57.35,8.211,66.88,92.23,65.23,91.0637,13.516,108.05,37.07,18.735,51.17,155.75,24.545,22.2722,30.88,78.38,68.12,48.435,247.95,18.2228,40.0,,24.89,45.21,169.2,14.495,6.4746,19.97
2015-04-30,74.86,111.0,337.05,13.905,85.4732,22.615,54.82,54.24,153.42,62.0,25.9956,64.51,56.44,7.12,66.84,94.1,65.25,90.7057,13.76,108.75,36.93,18.205,51.64,156.6,24.9175,22.1396,30.79,79.5,66.95,48.485,246.5,18.2421,40.7,,25.17,44.705,170.45,14.74,6.5167,19.98
2015-05-01,74.86,111.0,337.05,13.905,85.4732,22.615,54.82,54.24,153.42,62.0,25.9956,64.51,56.44,7.12,66.84,94.1,65.25,90.7057,13.76,108.75,36.93,18.205,51.64,156.6,24.9175,22.1396,30.79,79.5,66.95,48.485,246.5,18.2421,40.7,,25.17,44.705,170.45,14.74,6.5167,19.98
2015-05-04,75.5,114.0,346.4,13.965,86.7904,22.735,54.6,54.43,156.58,61.6,26.4268,64.97,56.75,7.004,67.38,93.5,65.15,91.7898,13.828,110.3,36.69,18.035,51.98,159.5,24.96,22.4723,30.935,79.99,69.08,48.13,249.1,18.8495,41.14,,25.37,45.325,173.35,14.9,6.5167,19.71
2015-05-05,73.08,110.85,335.2,13.545,84.9244,22.275,53.76,54.1,153.89,59.9,25.7777,63.68,55.04,6.792,67.0,92.01,63.98,89.552,13.636,106.95,36.335,17.775,50.77,154.65,24.785,22.5281,30.4,78.11,66.88,47.675,240.4,17.5286,40.395,,25.36,44.765,166.7,14.205,6.399,19.61
2015-05-06,72.3,109.9,331.0,13.62,85.4366,22.54,53.3,53.33,149.98,60.28,26.2089,63.93,56.03,6.888,67.64,91.99,63.91,89.9498,13.49,107.3,36.8,17.985,50.75,154.25,24.915,22.2676,30.485,77.52,65.9,47.845,234.05,17.3985,40.405,,25.14,43.75,167.75,14.43,6.4208,19.5
2015-05-07,72.83,109.55,331.95,13.685,85.1073,23.18,52.75,53.5,150.12,60.36,25.6015,62.14,56.35,6.94,66.91,92.96,65.09,89.4028,13.58,106.8,36.305,17.945,49.835,155.9,25.0625,21.7023,30.365,78.9,66.84,46.765,234.25,17.5576,40.135,,25.03,43.3,168.6,14.47,6.3961,19.2
2015-05-08,74.74,111.3,337.45,13.925,88.254,23.445,53.67,54.7,152.4,63.4,25.9956,63.89,57.41,7.0,68.49,94.78,67.25,91.193,13.8,111.55,36.795,18.525,50.73,160.8,25.525,21.8698,30.76,80.71,68.15,48.0,243.7,17.8709,41.415,,26.01,44.075,173.45,14.77,6.6141,19.14
2015-05-11,75.03,110.45,337.1,13.905,86.9734,22.325,53.1,54.32,152.54,62.09,26.1208,62.91,56.86,7.042,68.0,95.4,66.55,88.448,13.822,109.75,36.855,18.4,50.27,158.35,25.175,22.1001,30.845,80.5,67.77,47.515,241.05,17.9914,41.25,,26.66,44.145,170.15,14.49,6.5923,19.18
2015-05-12,73.49,109.0,331.2,13.795,85.7293,22.165,52.67,53.51,153.33,60.71,25.926,62.17,56.11,7.214,67.61,93.32,65.0,88.2093,13.804,107.65,36.965,18.25,50.24,155.9,24.7275,22.8817,30.52,79.77,67.61,46.98,235.35,17.8227,41.11,,26.145,43.805,168.25,14.305,6.5022,19.1
2015-05-13,73.57,108.25,333.1,14.06,85.3634,22.47,52.66,54.02,153.33,60.2,25.8333,62.01,55.99,7.12,68.08,90.89,63.77,87.712,13.748,106.3,37.915,17.795,49.965,154.4,24.8225,22.6072,30.4,80.33,67.46,47.03,237.15,18.0589,41.085,,26.08,44.135,166.25,14.33,6.4687,19.16
2015-05-14,74.46,109.25,338.85,14.31,86.6075,22.76,53.72,54.32,155.56,60.87,26.2784,62.81,56.9,7.206,69.32,91.31,64.25,88.7762,13.996,108.9,37.665,17.875,50.58,158.85,25.3125,23.903,30.755,81.69,67.98,47.335,241.9,18.3434,40.845,,26.57,44.93,170.15,14.46,6.5414,19.95
2015-05-15,74.86,108.55,340.15,14.225,85.8391,22.785,53.6,55.09,154.91,60.86,25.9631,62.51,56.74,7.112,68.41,90.81,63.72,87.6026,13.866,108.85,37.655,17.825,50.09,158.75,25.025,24.1356,30.475,80.85,67.31,46.47,243.85,18.2903,40.665,,26.865,44.65,168.4,14.21,6.4978,19.495
2015-05-18,74.92,109.45,344.4,13.79,84.8878,22.825,53.4,55.55,156.54,61.5,26.181,62.76,56.65,7.216,68.44,91.81,64.15,88.7464,13.99,108.9,37.76,17.8,50.57,160.15,25.375,23.554,30.65,81.06,67.33,46.67,238.9,18.2373,41.09,,27.105,44.025,169.8,14.74,6.4702,19.5
2015-05-19,76.79,111.5,349.95,13.92,86.7538,23.66,55.04,56.92,158.3,62.81,26.4824,63.58,57.41,7.307,69.88,96.51,65.12,90.8549,14.23,110.85,38.2,18.275,51.96,165.95,25.7625,23.4493,31.26,82.34,68.05,47.305,247.9,18.5314,42.02,,27.625,44.65,174.8,14.865,6.5458,19.79
2015-05-20,77.13,112.4,349.65,14.115,86.6807,23.85,55.29,57.03,157.28,63.34,26.2877,63.6,56.85,7.446,70.02,96.84,65.59,91.0737,14.354,111.35,37.92,18.64,51.88,166.0,25.6125,23.5889,31.81,83.51,67.81,47.4,243.05,18.6471,42.525,,27.95,45.03,175.0,14.835,6.6781,19.835
2015-05-21,76.71,112.1,348.9,14.065,86.8636,23.93,55.46,57.3,154.68,63.94,26.385,63.28,56.47,7.429,70.41,98.52,65.94,91.8793,14.456,111.45,38.005,18.66,52.03,165.6,25.8125,23.5191,31.84,83.7,68.01,47.82,240.8,18.594,43.225,,27.865,44.975,174.9,14.83,6.6621,20.3
2015-05-22,76.06,111.95,350.75,14.16,86.7538,23.935,55.47,57.61,151.52,63.73,26.2181,63.61,57.01,7.431,70.11,98.81,66.05,91.7997,14.424,113.35,37.215,18.725,51.68,166.4,25.65,23.2981,31.855,82.36,68.41,47.73,239.05,18.5507,43.315,,27.935,44.75,174.8,14.6,6.7377,19.84
2015-05-25,76.48,112.1,348.05,14.005,86.6075,23.805,55.15,57.26,152.35,63.36,26.2877,63.62,56.23,7.325,69.56,98.76,65.96,90.835,14.33,112.7,36.625,18.5,51.81,165.9,25.6375,23.4493,31.8,81.65,68.06,47.545,238.55,18.4349,43.06,,27.905,44.535,174.2,14.47,6.7042,19.73
2015-05-26,75.39,111.0,347.15,13.925,85.7293,23.78,55.03,57.45,150.96,63.49,26.1903,63.52,55.57,7.393,69.09,98.11,66.03,90.1487,14.372,112.05,36.62,18.42,51.38,165.0,25.1875,23.5191,31.55,81.18,68.52,46.825,237.5,18.2759,43.13,,27.825,43.29,173.6,14.505,6.7987,19.5
2015-05-27,75.74,112.55,351.95,14.33,87.9247,24.165,56.33,57.95,150.96,65.26,27.0109,64.32,56.47,7.579,71.28,98.47,67.21,93.0231,14.418,113.8,37.1,18.875,52.93,167.85,25.6,23.775,31.965,81.4,68.3,47.4,241.85,18.6712,43.79,,28.355,44.195,177.65,14.735,6.8787,19.755
2015-05-28,75.07,113.25,350.5,13.935,87.8515,23.745,55.39,57.6,150.96,64.64,26.844,64.17,56.15,7.851,71.06,96.55,66.73,91.7699,14.384,113.7,36.84,18.83,52.38,166.55,24.9725,23.2749,31.68,81.59,67.76,46.925,240.3,18.4832,43.565,,28.445,43.545,176.5,14.685,6.8481,19.87
2015-05-29,72.81,112.55,355.65,13.595,85.8391,22.915,54.08,56.64,148.68,62.0,26.4314,62.53,54.93,7.774,68.78,94.53,64.41,88.6668,14.234,111.15,35.85,18.375,51.24,162.15,24.3925,22.5607,30.905,79.02,67.06,45.975,233.85,18.2373,42.43,,27.71,42.525,171.95,14.36,6.742,19.5
2015-06-01,73.02,114.4,361.8,13.51,85.9489,22.93,54.79,56.84,148.5,61.82,26.2923,63.22,54.85,7.702,68.77,94.79,64.92,89.5719,14.28,111.35,35.525,18.24,51.61,163.2,24.6275,22.4118,30.915,79.29,68.31,46.0,234.85,18.3675,42.315,,28.295,42.205,173.6,14.55,6.7973,19.4
2015-06-02,71.98,108.85,363.35,13.83,84.9244,22.94,54.76,56.5,148.22,61.51,26.0976,62.58,55.53,7.761,67.24,94.37,64.4,89.1542,14.26,110.4,35.345,18.085,50.86,165.1,24.4,23.2632,30.68,78.88,67.7,46.155,229.0,18.2759,42.095,,27.99,42.755,169.65,14.635,6.838,19.2
2015-06-03,71.73,107.85,362.3,13.855,85.7659,22.98,54.29,56.67,150.17,61.43,26.6679,63.05,56.77,7.684,68.03,95.37,63.65,90.6261,14.134,111.55,35.2,18.11,51.49,165.55,24.5875,23.9728,30.78,79.52,66.66,46.375,225.2,18.541,42.41,,28.32,43.31,170.55,14.6,6.8699,19.35
2015-06-04,69.53,107.05,350.45,13.655,84.8512,22.755,53.77,56.25,148.73,60.77,26.1486,62.38,56.34,7.665,67.29,93.43,63.12,90.656,14.014,111.0,35.075,17.835,51.04,163.45,24.29,23.2632,30.68,78.76,65.0,45.5,231.05,18.2373,42.445,,27.785,43.02,170.0,14.505,6.7915,19.51
2015-06-05,68.84,105.0,346.6,13.395,83.4242,22.405,53.3,55.44,145.85,59.66,26.0744,61.17,55.3,7.64,67.09,92.3,61.72,88.6569,13.81,108.75,34.885,17.635,50.95,160.3,24.14,23.005,30.305,77.68,63.8,45.555,224.7,17.9047,42.59,,27.145,42.3,166.65,14.26,6.8467,19.38
2015-06-08,68.45,104.9,344.35,13.15,82.5826,22.12,52.63,55.23,144.78,59.15,25.5922,60.79,54.63,7.619,66.0,90.41,61.23,87.6126,13.58,107.65,34.235,17.39,50.61,160.25,23.9025,22.5979,29.805,76.93,63.23,44.185,223.1,17.6395,42.53,,26.865,42.015,165.85,13.63,6.8569,19.445
2015-06-09,68.77,105.45,345.85,13.23,82.8388,22.155,52.25,55.25,143.06,58.95,25.1564,60.47,54.39,7.496,66.02,92.66,61.05,87.3739,13.654,106.25,34.225,17.265,50.6,155.15,24.45,23.0422,29.805,77.73,63.19,44.08,225.4,17.5383,41.925,,26.7,42.195,164.7,13.555,6.931,19.35
2015-06-10,68.84,106.8,354.7,13.485,84.6316,22.53,52.81,56.02,149.05,60.53,25.2909,61.32,55.56,7.498,65.96,93.91,61.86,88.7563,13.64,108.8,34.76,17.53,51.48,161.55,25.35,23.2749,30.135,77.69,64.58,45.025,227.1,17.7986,41.545,,26.795,42.985,167.8,13.825,6.9688,19.35
2015-06-11,70.13,106.75,360.6,13.465,85.7659,22.775,53.02,55.4,147.84,61.45,24.4749,61.58,56.02,7.487,65.0,95.05,62.04,89.9598,13.766,109.6,34.685,17.52,52.02,165.5,25.2375,22.6444,30.34,78.98,64.13,45.4,232.65,18.1264,41.78,,27.3,43.425,168.75,14.09,6.9194,19.56
2015-06-12,68.82,105.0,358.6,13.395,84.0828,22.51,52.3,55.22,148.63,60.44,24.4795,60.68,55.3,7.448,63.77,94.67,61.63,88.7165,13.664,107.9,34.3,17.16,51.88,162.35,24.8,22.3839,29.98,78.14,63.41,44.56,227.1,17.842,41.025,,27.03,42.895,165.65,13.9,6.8874,19.44
2015-06-15,67.46,104.5,352.55,13.045,82.5095,22.085,51.12,54.19,146.82,59.29,24.4193,60.34,53.96,7.202,63.59,92.45,60.91,86.6279,13.37,105.1,33.895,16.89,51.03,159.85,24.535,22.2024,29.53,76.97,62.16,43.885,225.05,17.3165,40.485,,26.415,41.91,163.2,13.55,6.8612,19.0
2015-06-16,67.97,105.05,352.5,13.065,82.9119,22.52,51.65,54.37,144.45,59.37,24.4332,60.84,53.67,7.391,63.63,93.54,61.21,87.1053,13.532,106.35,34.18,16.91,51.06,160.3,24.535,22.0163,29.88,78.11,63.27,43.905,227.15,17.519,40.67,,26.805,41.925,164.95,13.665,6.8569,18.615
2015-06-17,67.19,104.45,347.95,12.975,82.6924,22.365,50.99,53.77,142.73,57.96,24.3868,60.01,53.14,7.209,63.04,91.74,60.65,85.5737,13.376,104.9,33.615,16.915,50.07,159.2,24.1925,21.7116,28.43,77.83,62.39,44.39,222.1,17.249,40.235,,26.4,41.645,162.35,13.435,6.8976,18.835
2015-06-18,67.47,105.0,346.95,13.065,83.2412,22.535,51.6,54.03,143.24,57.69,24.41,59.52,53.08,7.116,63.27,90.66,61.12,85.9019,13.316,105.9,33.415,17.06,50.42,159.9,24.1125,21.2858,28.75,78.57,63.11,44.3,224.15,17.4563,40.45,,25.3,42.055,163.75,13.685,6.8292,18.6
2015-06-19,67.36,104.8,344.4,13.175,82.8753,22.42,52.2,54.43,143.8,58.94,24.5723,59.11,53.61,7.052,63.06,92.15,62.24,85.9516,13.416,106.25,33.62,17.07,50.75,159.95,24.4575,21.4022,28.51,79.12,63.48,44.125,224.8,17.4949,40.625,,25.475,42.405,161.8,13.81,6.7726,18.155
2015-06-22,68.53,105.6,356.25,13.855,86.827,23.3,54.34,55.52,148.45,60.64,24.9802,60.61,56.32,7.354,65.51,95.48,63.21,90.3079,13.592,110.2,38.07,17.655,52.2,168.0,24.8375,21.7511,29.66,81.09,64.51,45.42,235.1,18.271,42.74,,25.625,43.75,168.2,14.845,7.0139,18.26
2015-06-23,69.5,106.55,359.25,14.07,87.5588,23.375,54.8,56.25,149.7,61.99,24.7948,60.96,57.36,7.57,65.87,97.42,64.03,91.571,13.686,111.75,38.02,17.785,52.69,170.35,24.9775,21.9047,29.955,82.54,65.49,46.045,236.4,18.5073,43.245,,26.595,44.335,169.7,14.95,7.1287,19.0
2015-06-24,68.71,108.0,357.55,14.05,87.2661,23.455,54.82,56.83,150.77,61.69,24.5537,60.47,56.86,7.462,66.02,96.69,63.57,92.0981,13.686,112.05,34.5,17.73,52.52,170.85,24.65,22.0535,30.07,81.27,65.23,46.51,236.65,18.5073,42.79,,26.6,44.03,169.0,14.455,7.0938,18.785
2015-06-25,69.67,107.6,356.85,14.07,87.4856,23.53,54.95,56.52,150.59,61.83,24.614,60.57,57.03,7.608,65.82,97.4,63.49,91.8495,13.79,112.0,35.155,17.605,52.93,170.9,24.7425,21.6953,29.98,82.57,65.59,46.445,234.9,18.541,42.945,,27.44,44.135,167.45,14.545,6.9281,18.565
2015-06-26,69.57,108.2,357.65,14.135,87.7783,23.855,55.05,56.27,151.8,61.51,24.5815,60.66,57.63,7.717,65.59,98.11,63.51,92.4562,13.64,112.95,34.8,17.49,53.15,171.2,24.6425,21.6208,30.27,82.75,65.69,46.42,239.0,18.4976,42.825,,27.795,44.455,168.65,14.67,6.8481,18.9
2015-06-29,67.23,105.9,352.0,13.425,84.6682,22.6,52.83,54.85,151.05,59.3,23.8212,59.07,54.81,7.469,62.96,94.27,61.63,89.0447,13.244,108.75,34.135,16.85,51.34,163.6,23.8725,20.9811,29.365,80.23,64.07,44.64,230.0,17.9818,41.15,,26.58,42.09,161.95,14.055,6.6606,18.85
2015-06-30,66.32,103.6,334.6,13.34,83.0217,22.63,51.88,54.16,148.87,58.2,23.5986,57.99,54.15,7.355,61.93,93.42,60.79,87.7617,13.044,107.0,33.535,16.64,50.36,157.15,23.4975,20.3158,28.72,79.37,63.37,43.57,226.7,17.6347,40.27,,27.31,41.87,160.0,13.81,6.5778,18.4
2015-07-01,67.95,105.7,338.15,13.675,84.7048,23.005,53.3,55.46,153.38,60.37,23.8583,59.2,55.37,7.375,62.87,97.04,62.13,89.2138,13.372,109.25,33.77,16.73,51.0,161.65,23.9275,20.4716,29.005,81.93,64.89,43.89,232.4,17.789,41.545,,28.6,42.97,160.85,14.08,6.7406,18.75
2015-07-02,66.65,105.05,334.95,13.48,83.6437,22.6,53.1,54.44,151.19,59.52,23.6914,59.14,54.71,7.251,62.08,95.98,61.0,88.5972,13.2,107.3,33.185,16.97,50.3,158.9,23.6175,20.1832,28.65,81.07,63.4,43.905,224.2,17.9673,40.925,,27.755,42.315,159.35,14.16,6.6795,19.37
2015-07-03,66.36,104.0,334.5,13.37,83.4974,22.545,53.3,53.9,150.03,59.21,23.7192,58.7,54.27,7.261,61.87,95.06,61.0,87.7021,13.198,107.15,32.93,16.72,50.12,157.65,23.5,20.2506,28.47,80.72,62.93,43.785,223.75,17.895,40.57,,27.56,41.98,158.35,14.085,6.5894,19.135
2015-07-06,65.62,103.25,329.45,13.0,81.9972,21.81,52.1,53.43,149.29,58.38,23.7748,58.09,51.97,7.376,60.53,94.16,60.3,86.6876,13.174,105.05,31.97,16.32,49.31,153.25,23.22,19.6086,28.0,80.42,62.31,42.9,217.95,17.4322,39.745,,27.475,40.395,155.9,13.655,6.4702,18.5
2015-07-07,65.0,102.6,320.5,12.65,79.875,21.14,51.45,52.34,143.75,56.62,23.186,57.5,50.5,7.025,59.08,90.67,58.95,85.5637,12.902,103.5,31.1,16.11,48.355,147.95,22.8875,18.3524,27.5,79.33,61.51,42.005,215.35,17.1719,38.245,,27.965,39.275,153.95,13.25,6.3306,18.5
2015-07-08,66.12,101.95,325.0,12.675,80.3141,21.455,51.64,53.81,144.59,57.16,23.7145,57.93,50.93,6.982,60.01,86.58,60.12,86.5484,12.784,104.55,30.985,16.3,48.93,149.35,22.68,18.9153,27.68,79.41,61.11,42.245,217.2,17.2683,38.875,,27.96,39.5,155.6,13.365,6.4905,18.5
2015-07-09,68.32,103.4,330.85,13.2,82.8022,22.095,52.85,54.45,147.75,58.6,23.6404,59.4,52.38,7.064,61.11,88.5,60.88,88.8956,13.078,108.1,31.085,16.73,49.845,153.4,23.355,19.0154,28.25,82.5,62.8,43.305,224.1,17.6588,39.79,,28.355,40.955,159.75,13.655,6.6025,19.35
2015-07-10,69.35,106.25,337.0,13.61,85.3268,23.015,54.35,55.53,151.52,60.4,24.1225,60.94,54.49,7.181,63.1,91.2,62.74,91.9688,13.412,111.6,31.575,17.25,50.92,158.75,23.5375,19.3061,29.06,84.74,64.93,44.345,231.05,18.3867,41.22,,29.3,42.45,164.65,14.325,6.7973,19.4
2015-07-13,71.31,108.2,339.2,14.02,86.9368,23.665,55.32,56.72,153.24,62.28,24.5491,61.63,55.77,7.169,63.99,91.91,63.6,94.505,13.626,113.65,31.735,17.475,51.42,162.0,23.885,19.6039,29.865,86.98,65.89,44.675,237.15,18.6471,42.05,,29.675,43.555,166.6,14.64,7.0546,19.45
2015-07-14,71.33,109.6,334.15,14.12,86.9734,23.81,55.74,56.65,153.75,62.88,24.5723,62.15,56.36,7.223,64.02,90.96,64.9,96.0963,13.552,115.55,31.835,17.575,51.83,162.7,24.0025,19.5295,29.99,86.74,66.02,45.1,238.5,18.7483,41.99,,29.685,43.78,168.9,14.78,7.0618,19.45
2015-07-15,71.46,109.35,334.0,14.195,87.5588,23.895,56.09,57.4,152.31,63.69,24.5676,61.73,56.29,7.382,62.65,91.36,65.56,96.8721,13.706,117.05,32.29,17.625,51.44,161.5,23.8625,19.348,30.13,87.4,67.15,45.25,240.4,18.9942,41.86,,30.26,44.195,169.6,14.915,7.1229,20.045
2015-07-16,72.94,110.5,338.5,14.305,88.2174,24.495,56.67,57.82,155.33,65.12,24.9246,62.69,57.55,7.356,63.74,93.5,66.07,98.2546,13.706,119.3,33.12,17.835,52.16,162.3,24.25,19.3341,30.97,88.28,68.21,45.74,246.45,19.1822,42.895,,30.3,44.875,171.05,15.43,7.152,20.33
2015-07-17,73.25,110.5,340.25,14.215,88.3638,24.485,56.59,57.99,155.33,64.65,24.8365,62.53,57.31,7.45,63.89,93.24,66.0,98.5231,13.65,119.15,33.38,17.66,52.14,166.95,24.325,19.1596,31.03,87.99,68.52,45.64,246.5,19.1436,43.14,,30.935,44.845,170.35,15.59,7.088,20.7
2015-07-20,72.97,111.3,341.0,14.39,88.5467,24.63,56.52,58.38,157.88,64.74,24.9617,62.88,57.45,7.44,64.24,93.83,65.78,97.9562,14.07,119.9,33.56,17.705,52.62,169.15,24.6125,19.148,31.395,89.37,68.26,45.665,246.35,19.1629,43.23,,31.265,45.315,172.45,15.525,7.1098,20.595
2015-07-21,72.08,110.7,339.95,14.33,87.9613,24.35,56.5,57.27,157.61,64.08,24.7484,62.39,57.05,7.309,63.91,94.33,64.73,96.8721,13.934,119.15,33.515,17.575,52.25,168.35,24.7025,19.4946,31.235,89.16,66.02,45.435,244.15,18.9604,43.07,,31.06,45.125,170.15,15.325,7.04,20.05
2015-07-22,72.12,110.0,342.05,14.29,87.0466,24.41,56.82,56.93,156.54,63.36,25.0127,62.52,56.85,6.805,63.42,93.9,63.27,96.9218,14.048,118.95,34.24,17.48,51.98,167.5,24.6125,18.8502,31.565,88.79,65.16,44.63,241.6,19.1484,42.92,,30.9,45.33,168.9,15.37,7.024,20.0
2015-07-23,70.21,110.2,347.8,14.385,86.6807,24.605,56.33,56.77,157.0,63.04,24.9617,62.16,57.09,7.332,64.01,93.48,62.84,97.7175,14.008,119.25,34.195,17.46,51.92,167.2,24.6825,18.7641,31.315,89.83,65.55,44.63,243.9,19.7655,42.545,,31.01,45.65,169.05,15.3,7.0299,20.0
2015-07-24,68.95,109.75,348.7,14.31,86.022,24.115,55.96,61.0,155.56,63.06,24.8273,61.84,57.21,7.154,63.86,91.18,62.6,97.6379,14.258,118.65,34.095,17.37,52.22,166.05,24.1625,18.2919,31.195,90.15,64.07,44.245,243.8,19.698,41.945,,30.995,45.265,169.4,15.31,7.0415,20.185
2015-07-27,67.44,106.8,342.2,14.075,84.0462,23.7,54.96,59.57,151.89,60.3,24.3914,60.37,55.71,6.958,62.01,88.2,59.94,95.5791,13.796,116.0,33.195,16.87,50.52,160.95,23.625,18.1593,30.42,86.9,62.63,42.98,238.85,19.3654,41.09,,29.93,43.885,166.15,14.95,6.8874,19.725
2015-07-28,67.76,107.85,343.9,14.295,85.0707,24.015,55.55,60.71,160.35,61.23,24.6325,60.85,56.76,6.95,62.66,89.29,60.98,96.3549,13.776,117.25,33.63,16.54,51.05,165.8,22.19,18.7036,30.93,86.95,62.91,43.215,241.85,19.5052,41.92,,30.18,44.475,167.75,15.09,6.883,19.685
2015-07-29,67.89,108.0,348.65,14.19,84.5219,23.995,56.21,61.51,160.86,62.12,24.7253,61.36,56.23,7.028,62.74,90.35,61.35,97.4688,13.782,119.75,33.535,16.89,52.07,169.0,22.03,19.0526,30.88,87.47,68.96,44.315,243.45,19.4763,41.98,,30.32,44.12,169.9,15.4,6.9019,20.25
2015-07-30,67.83,108.8,349.1,14.235,85.6562,24.15,56.08,60.8,162.67,62.41,24.6882,61.57,57.66,7.126,62.56,83.13,67.51,97.2401,13.828,117.9,33.715,17.56,55.8,168.6,22.325,18.9293,30.935,87.0,66.89,44.96,244.55,19.5245,42.685,,30.275,44.58,170.35,15.0,6.8859,20.305
2015-07-31,68.94,109.05,354.45,14.345,86.7538,24.0,58.4,61.63,163.23,64.6,24.8133,61.69,59.31,7.113,63.59,83.78,68.86,97.439,13.754,116.6,33.415,17.485,56.05,170.7,22.3,19.2154,31.255,87.05,67.6,45.075,242.3,19.5968,43.165,,29.905,44.8,170.35,14.935,6.9586,20.845
2015-08-03,68.32,109.75,353.8,14.405,87.632,24.255,59.45,62.25,163.41,65.73,24.8597,62.93,59.55,7.09,63.89,84.57,69.75,98.1054,13.942,118.5,33.69,17.645,56.22,171.15,22.4775,18.9363,31.625,86.99,66.36,44.95,246.25,19.3172,43.295,,30.775,45.0,174.6,15.215,7.1171,21.0
2015-08-04,68.91,109.75,354.55,12.94,88.0345,24.22,59.3,62.37,163.6,64.89,24.7021,62.94,59.76,6.925,64.16,85.43,69.95,97.6379,13.974,118.6,33.515,17.545,57.25,171.1,22.625,19.2968,31.605,87.05,66.99,44.65,246.8,19.9391,43.185,,30.485,44.645,175.45,15.215,7.1098,21.555
2015-08-05,69.15,110.3,352.95,13.03,89.2419,24.61,59.31,62.75,165.88,66.73,24.8412,63.16,60.45,7.12,64.74,88.39,69.95,100.1045,14.0,118.75,34.09,17.82,56.92,175.6,23.165,20.2227,31.97,87.88,66.99,45.465,246.1,20.2958,44.055,,30.81,48.17,178.0,15.26,7.1083,21.75
2015-08-06,68.24,110.95,351.6,13.205,88.9858,24.875,59.45,62.27,168.67,67.18,24.8643,63.27,60.68,6.953,64.88,87.23,70.46,99.7564,13.844,117.35,34.255,17.75,56.45,175.35,22.8725,20.118,31.955,86.75,66.35,45.295,245.65,20.3633,44.475,,30.465,48.095,178.15,15.265,7.0706,22.515
2015-08-07,67.15,110.25,350.5,13.045,88.2174,24.725,59.2,61.66,167.46,66.5,24.8968,62.55,60.25,7.028,64.2,87.86,70.0,97.7075,13.662,115.9,34.355,17.91,56.26,173.45,22.905,20.2111,31.585,85.68,65.63,45.795,244.85,20.0017,43.56,,29.915,47.875,176.95,14.985,6.9586,22.5
2015-08-10,66.94,110.1,352.65,13.0,89.1687,25.195,60.33,62.42,167.18,66.13,24.9385,62.78,60.45,7.118,64.98,88.18,70.62,99.2094,13.846,117.4,34.545,17.94,56.82,174.3,22.9075,20.2669,31.81,86.83,66.03,45.89,248.9,20.2717,44.185,,30.545,48.33,178.05,15.245,7.0575,22.165
